Copies,Nickname,name,name style,force,lvl,subtype,text,skill,skill style,art,card_background,card_background style,shadows,shadows style,rarity,Column 1
1,mineralGod,Mineral God,superRare,0,5,Golem God,"{key:static, warden, safe}
{trigger:end} Sacrifice a card you control.
{trigger:breach} Set a unit from your discard.",{fskill:Sum of God} Sacrifice all units you control. Gain 2x{force:?} of the units sacrificed. Mineral God is {key:muted} until the end of the turn.,]fskill,mineralGod.png,,"{background:conic-gradient(rgba(255,255,255,1) 0%, rgba(160, 217, 152, 1) 25%, rgba(0, 134, 255, 1) 50%, rgba(181, 255, 255, 1) 73%, rgba(161, 64, 178, 1) 93%, rgba(255, 255, 255, 1) 100%)}",,"{outlineColor:rgba(94, 37, 103, 1)}",.sr,
1,crowDevourer,Crow Devourer,superRare,3,5,Crow Monster,"{key:muted}
{trigger:enter} Attach all Crow cards in play to Crow Devourer.
{trigger:breach} Deal damage to the opponent equal to the number of Crow cards attached to Crow Devourer.",,,CrowDevourer.png,,"{background:linear-gradient(180deg, rgba(214, 247, 247, 1) 0%, rgba(16, 140, 148, 1) 100%)}",,,.sr,
1,voidSaviour,Void Saviour,divineRare,3,5,Dark God,"{key:Delayed, Static, Immortal}
{trigger:enter} Deal 2 damage to target player.","{skill:Void Prayer} Reveal the top 3 cards of your deck. Add 2 to your hand, void the rest.",,landTerra.png,,"{background:radial-gradient(rgba(92, 35, 124, 1) 75%, rgba(33, 4, 145, 1) 84%, rgba(0,0,0,1) 91%, rgba(171, 168, 171, 1) 100%)}",,,.dr,
1,wetaphemesis,Wetaphemesis,divineRare,2,5,Bug God,"{key:Bleed, Doom, safe}
Gain {force:2} when a Bug enters your discard.",{fskill: Exoburial} Return a Bug from your discard to your hand.,]fskill,Wetaphemasis.png,,"{background:linear-gradient(158deg, rgba(170, 170, 170, 1) 8%, rgba(236, 32, 41, 1) 22%, rgba(170, 170, 170, 1) 32%, rgba(85,85,85,1) 42%, rgba(0, 0, 0, 1) 66%, rgba(236, 32, 41, 1) 80%, rgba(170, 170, 170, 1) 91%)}",,,.dr,
1,etherealWitch,Ethereal Witch,divineRare,5,5,Celestial Wizard,"{key:delayed}
When you cast your first 2 cards in a turn, draw a card.
{trigger:enter} Discard your hand.",,,etherealWitch.png,,"{background:conic-gradient(rgba(255, 255, 255, 1) 0%, rgba(22, 169, 143, 1) 26%, rgba(228, 66, 152, 1) 57%, rgba(10, 13, 74, 1) 83%, rgba(255, 255, 255, 1) 100%) no-repeat 50% 50% / 100% 100%}",,{mixBlendMode:difference},.dr,
1,bwyndolyn,Queen Bee Bwyndolyn,divineRare,3,5,Bug God,"{key:Bleed}
RITUAL: Sacrifice 2 cards you control.
{trigger:enter} Cards you control gain {key:bleed}.
{trigger:cast} Destroy all non-Bug units in play.",,,bwendalyn.png,,"{background:linear-gradient(180deg, rgba(49, 0, 0, 1) 0%, rgba(206, 173, 140, 1) 36%, rgba(173, 41, 222, 1) 51%, rgba(206, 173, 140, 1) 66%, rgba(49, 0, 0, 1) 100%)}",,,.dr,
1,killerBee,Killer Bee,divineRare,4,5,Bug Monster,"{key:bleed}
RITUAL: Set your life to 1.
{trigger:victor} You may destroy a card in play.
{trigger:breach} Gain {force:1}.",,,killerBee.png,,"{background:radial-gradient(rgba(255,0,0,1) 61%, rgba(26, 0, 0, 1) 69%, rgba(255, 0, 0, 1) 76%, rgba(26, 0, 0, 1) 84%, rgba(255, 0, 0, 1) 92%, rgba(26, 0, 0, 1) 100%) no-repeat 50% 50% / 100% 100%}",,,.b,
1,hiveInfiltrator,Hive Infiltrator,superRare,2,5,Ghost Bug,"{key:Static}
RITUAL: Sacrifice a card you control.
{trigger:perish} If Hive Infiltrator does not have {key:fragile}, return it to play as {force:2} with {key:fragile} and {key:delayed}.
{trigger:breach} If Hive Infiltrator has {key:fragile}, remove it and gain {force:1}.",,,hiveInfiltrator.png,,"{background:linear-gradient(180deg, rgba(107, 66, 58, 1) 21%, rgba(43, 61, 58, 1) 78%)}",,,.b,
1,godlessVessel,Godless Vessel,divineRare,10,5,Monster God,"{key:Delayed, Immortal, Bleed, Static}
RITUAL: Sacrifice 2 cards you control. Must be played in the center row.
{trigger:perish} Destroy all units in play.
{trigger:begin} Sacrifice a unit you control.",,,godlessVessel.png,,"{background:radial-gradient(rgba(236, 32, 41, 1) 57%, rgba(110, 121, 170, 1) 80%, rgba(40, 11, 27, 1) 96%) no-repeat 50% 50% / 100% 100%}",,,.dr,
1,,Ethereal Archmage,divineRare,5,5,Celestial Wizard,"{key:delayed, muted}
{trigger:enter} Discard your hand.","{skill:Heat Death} Void as many spells in your discard as you want. For every spell voided this way, deal 1 damage to each opponent.",,etherealArchmage.png,,"{background:conic-gradient(rgba(255, 255, 255, 1) 0%, rgba(22, 169, 143, 1) 26%, rgba(228, 66, 152, 1) 57%, rgba(10, 13, 74, 1) 83%, rgba(255, 255, 255, 1) 100%) no-repeat 50% 50% / 100% 100%}",,{mixBlendMode:difference},.dr,
1,,Toxician,divineRare,5,5,Plague God,"{key:sealed, muted, immortal}
Toxician cannot gain {key:sick}.
{trigger:begin} Up to 2 target cards gain {key:sick}.",{skill:snuff} Destroy any number of sick cards in play.,,toxician.png,,"{background:linear-gradient(180deg, rgba(255, 48, 162, 1) 0%, rgba(53, 184, 172, 1) 22%, rgba(51, 171, 71, 1) 44%, rgba(245, 162, 35, 1) 68%, rgba(103, 19, 66, 1) 88%, rgba(51, 171, 71, 1) 100%)}",,,.dr,
